Input.Sample	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P.value	Pearson.Correlation	RMSE	Type	Input.Sample	Alt_ID	Cohort						
X15436.D703_D503	0.017863778	0	0.02436223	0.153289482	0	0.125037467	0	0.046738522	0.007304135	0.006909024	0	0	0	0	0.080381745	0.431425549	0.037048406	0	0.068326901	0	0	0.001312761	0.003	0.271783919	0.976004051	SJMC	SD1060	SD1060	MyBrCa						
X15436.D703_D502	0	0	0.00660804	0	0	0.03122041	0	0.040140473	0.036344101	0	0.047858742	0	0	0.232643735	0.010333533	0.539732905	0	4.00E-04	0.052569222	0	0	0.002101138	0	0.513649892	0.860484968	SJMC	SD1062	SD1062	MyBrCa						
X15436.D708_D503	0.016761483	0	0.003126722	0.115763301	0	0.069621685	0	0.035210537	0.030229994	0.005984153	0	0.0442648	0	0.188737182	0.083870545	0.294709542	0.006054075	0	0.09631543	0	0	0.009350551	0	0.603351874	0.809436974	SJMC	SD1064	SD1064	MyBrCa						
X15436.D710_D506	0.006359109	0	0	0.054094937	0	0.112046361	0	0.047998846	0.03243379	0	0	0.00906998	0	0.178865632	0.091926517	0.402651457	0.002873234	0	0.061680137	0	0	0	0	0.382796983	0.930283248	SJMC	SD1066	SD1066	MyBrCa						
X15535.D702_D503	0.052451334	0	0.010739953	0.03037375	0	0.131165038	0	0.029602522	0	0	0.007850932	6.00E-04	0	0	0.030652655	0.531136777	0.002917406	0	0.159185384	0	0	0.013283758	0.009	0.248341278	0.992009166	SJMC	SD1070	SD1070	MyBrCa						
X14956.D712_D504	0.003113353	0.001358356	0.00396737	0.088297944	0	0.143269907	0	0.050167326	0.007590704	0	0	0.050007617	0.032037964	0	0.054206783	0.471028904	0.05087131	0	0.022152565	0.010944297	0	0.010985601	0.001	0.285237874	0.972887086	SJMC	SD1077	SD1077	MyBrCa						
X15602.D705_D503	0.046925099	0	0.012732938	0.106840095	0	0.175317017	0	0.056862225	0.018019678	0	0	0.059747763	0.033825958	0	0.114230884	0.254169312	0.025800969	0	0.095528063	0	0	0	0	0.354707717	0.936313853	SJMC	SD1078	SD1078	MyBrCa						
X15092.D710_D503	0.023225695	0	0	0.078510138	0	0.075779752	0	0.019579109	0.009641026	0	0	0.022492079	0.012332292	0	0.022167983	0.375503911	0.017224004	0	0.342607926	0	0	9.00E-04	0	0.431704615	0.903350405	SJMC	SD1084	SD1084	MyBrCa						
X15436.D707_D508	6.00E-04	0	0.012394982	0.087339615	0	0.112127754	0	0.133749174	0	0	0	0.037512741	0.008572116	0.013367047	0.044684137	0.438831915	0	0.034518755	0.064523208	0	0	0.011781101	0.046	0.17665939	1.017746775	SJMC	SD1095	SD1095	MyBrCa						
X15535.D708_D501	0.088150015	0	0	0.085185543	0	0.23291429	0	0.024204443	0.005288105	0	0	0.014471094	0.045052009	0	0.052104356	0.334013445	0	0	0.1186167	0	0	0	0.01	0.245112489	0.983249482	SJMC	SD1100	SD1100	MyBrCa						
X14956.D703_D506	0.016159947	0.004660897	0	0.123289141	0	0.196685862	0	0.060052455	0.015870635	0	0	0.033282985	0.021480116	0	0.094409975	0.290239616	0.002228212	0	0.141640158	0	0	0	0	0.413902745	0.90958398	SJMC	SD1103	SD1103	MyBrCa						
X15092.D712_D501	0.05816988	0	0.013474266	0.109365252	0	0.137591827	0	0.0651361	0.013732673	0	0	0.038872659	0.021030245	0	0.069455722	0.418755026	0.002761656	0	0.047438586	0	0	0.004216108	0	0.329005724	0.949053084	SJMC	SD1110	SD1110	MyBrCa						
X15436.D712_D501	0.067791078	0	0.035723416	0.048653334	0	0.167945763	0	0.017257052	0.00990054	0.010976047	0	0.007586467	0.002060298	0	0.065885664	0.378322545	0.057119233	0	0.130778562	0	0	0	0	0.338487573	0.943074762	SJMC	SD1111	SD1111	MyBrCa						
X14956.D708_D506	0.063431905	0	0	0.052653622	0	0.041019825	0	0.056745548	0.005642232	0	0	0.015774403	0	0.271456752	0.0687127	0.396835291	0	0	0.027727722	0	0	0	0	0.589667681	0.808574308	SJMC	SD1116	SD1116	MyBrCa						
X15535.D712_D502	0.116566417	0.144556887	0	0.114423397	0	0.151504648	0	0.083471844	0.048620858	0.023520159	0	0.065115169	0.011356369	0.009291286	0.018960349	0.160191252	0.034377381	0	0.018043984	0	0	0	0	0.374292392	0.929352659	SJMC	SD1117	SD1117	MyBrCa						
X15535.D712_D503	0.071374302	0	0	0.114412742	0	0.179024162	0.009349902	0.045385946	0.037664206	0	0	0.103961206	0.035789078	0.005576196	0.113029802	0.258078666	0.003940707	0	0.022413085	0	0	0	0	0.534941286	0.848329293	SJMC	SD1120	SD1120	MyBrCa						
X15602.D708_D501	0.024030634	0	0.001189974	0.085953903	0	0.173754999	0	0.052827334	0.005972164	0	0	0.053917995	0.018846063	0.035706704	0.10145806	0.260223225	0.086120969	0	0.099997976	0	0	0	0	0.549299375	0.845390401	SJMC	SD1121	SD1121	MyBrCa						
X14957.D711_D503	0.025538563	0	0.06327152	0.097832225	0	0.065931645	0	0.073659361	0.027557146	0	0	0.060466658	0.01568795	0.029471644	0.21480342	0.292278743	0	0.02121413	0.011382698	0	0	9.00E-04	0	0.452881883	0.892440673	SJMC	SD1123	SD1123	MyBrCa						
X15535.D711_D501	0.040363649	0	0	0.073998532	0	0.142712009	0	0.019995454	0.028020515	0	0	0.027610039	0.007527327	0	0.044527269	0.528558893	0.034882296	0	0.046478925	0	0	0.005325092	0	0.369121858	0.933829928	SJMC	SD1125	SD1125	MyBrCa						
X14956.D706_D508	0	6.00E-04	0	0.024264567	0	0.017659489	0	0.023260989	0.004361056	0	0	0.008119103	0	0.261906999	0.007563048	0.560343062	0	0	0.073052313	0	0	0.018875952	0	0.573571589	0.820675946	SJMC	SD1127	SD1127	MyBrCa						
X15602.D704_D505	0.009701637	0	0.00285519	0.134982414	0	0.310978373	0	0.053641787	7.00E-04	0	0	0.018872311	0.011493947	0	0.050518231	0.261640864	0.003111657	0	0.141517924	0	0	0	0.001	0.277834229	0.974192502	SJMC	SD1128_Lt	SD1128_Lt	MyBrCa						
X14956.D710_D501	0.052148519	0.048850515	0	0.132050942	0	0.258724862	0	0.026252586	0.020716376	3.00E-04	0	0.06391893	0.032343127	0	0.049060828	0.206972406	0.084616775	0	0.024062583	0	0	0	0	0.347950658	0.940242258	SJMC	SD1128_Rt	SD1128_Rt	MyBrCa						
X15535.D703_D508	0.020696857	0.013940176	0.007583438	0.142754611	0	0.137638748	0	0.053068859	0.073453568	0.00186897	0	0.067183451	0.012902682	0	0.067529494	0.299752988	0.015141495	0	0.085538474	0	0	9.00E-04	0	0.338780334	0.943871257	SJMC	SD1132	SD1132	MyBrCa						
X15602.D710_D502	0	0	0.011812605	0	0	0.137784386	0	0.036792859	0.025985925	0	0.066537443	0.009785404	0	0.085110756	0	0.49878988	0	0	0.092419294	0	0	0.034981449	0.589	0.020343923	1.100096021	SJMC	SD1153	SD1153	MyBrCa						
X15602.D705_D505	0.039402375	0.031870291	0	0.127616914	0	0.161150992	0.006097036	0.032425751	0.021368726	0	0	0	0	0.021208177	0.060427508	0.319284262	0.071049958	0	0.10809801	0	0	0	0	0.322798085	0.949745264	SJMC	SD1155	SD1155	MyBrCa						
X15602.D709_D501	0.011079798	0	0.009521474	0.098688271	0	0.093309542	0.017724436	0.061738278	0.005971101	0.016433596	0	0.033070932	0.068407783	0	0.066763774	0.444487317	0	0.02091484	0	0.026917786	0	0.024971072	0.001	0.315644862	0.957377383	SJMC	SD1160	SD1160	MyBrCa						
X15092.D712_D505	0.04260094	0.063324791	0	0.09355682	0	0.048061241	0	0.049831468	0.024702318	0	0	0.01503088	0	0.216037093	0.041865041	0.32663452	0	0	0.078354886	0	0	0	0	0.463217442	0.885704647	SJMC	SD1163	SD1163	MyBrCa						
X14956.D711_D508	0.018158832	0.014224824	0	0.177164762	0	0.143876678	0	0.050336828	0.010376443	0.005508551	0	0.110294273	0.030003172	9.00E-04	0.093339185	0.22409773	0.039333768	0	0.082399475	0	0	0	0	0.466745158	0.883862591	SJMC	SD1164	SD1164	MyBrCa						
X15535.D704_D501	0.044415664	0	0.01796983	0.119938752	0	0.112719701	0	0.047766354	0.056053093	0	0	0.016801385	0.020215079	0.033572248	0.039416576	0.375618056	0.001517353	0	0.113995909	0	0	0	0.017	0.224694606	0.992554205	SJMC	SD1166	SD1166	MyBrCa						
X14956.D709_D504	0.024664216	0	0.057651369	0.037122368	0	0.057422104	0	0.032510773	0.007100189	0.00667227	0	0.027569092	0	0.364635856	0.036244511	0.274838512	0	0	0.07356874	0	0	0	0.001	0.286774142	0.990967094	SJMC	SD1169	SD1169	MyBrCa						
X15602.D712_D504	0.015328141	0	0.002432711	0.04735901	0	0.057943932	0	0.037763158	0.0165356	0.025070097	0	0.025602057	0	0.08907552	0.147279724	0.462975265	0.031576923	0	0.032844704	0	0	0.008213158	0	0.45957927	0.888968714	SJMC	SD1174	SD1174	MyBrCa						
X14957.D706_D508	0.001395702	0.004237497	0	0.060463258	0	0.162277624	0	0.021008274	0.020127557	0	0.008559239	0.005591218	0.023476833	0.083157683	0.00840213	0.457436281	0	0	0.143866704	0	0	0	0	0.391637169	0.92310732	SJMC	SD1177	SD1177	MyBrCa						
X15535.D705_D504	0.044599625	0.030445313	0	0.173486696	0	0.146610323	0	0.058711523	0.092470837	0.003649319	0	0.070341524	0.023776757	0.02327406	0.097568839	0.183034113	0.00776252	0	0.04426855	0	0	0	0	0.458006736	0.888105293	SJMC	SD1180	SD1180	MyBrCa						
X15602.D706_D501	0.001634551	0.027612921	0	0.142310207	0	0.098745661	0.008939232	0.10335896	0.0078904	0	0	0.062454996	0	0.063300897	0.16603489	0.28431797	0.02931336	0	0.003529887	0	0	6.00E-04	0	0.423835061	0.906637249	SJMC	SD1182	SD1182	MyBrCa						
X15436.D701_D508	0.076136718	0	0.008878976	0.096618564	0	0.085538423	0	0.05736819	0.026257219	0	0	0.02467898	0.02665333	0	0.019393965	0.377071981	0	0.002073423	0.189377369	0	0	0.009952862	0.001	0.313321338	0.954672634	SJMC	SD1183	SD1183	MyBrCa						
X15092.D705_D501	0.03773689	0	0.005096363	0.255393367	0	0.065423475	0.015768595	0.075662119	0.063502249	0	0	0.027561363	0.002976569	0	0.1138702	0.315422272	0	0	0.011311815	0	0	0.010274724	0	0.436638093	0.899101146	SJMC	SD1184	SD1184	MyBrCa						
X14956.D709_D506	0.014126975	0	0.038435209	0.096993452	0	0.042562627	0	0.056669909	0	0	0	0.050714669	0.035328936	0	0.02342547	0.630267402	0.003903174	0	0.005037	0	0	0.002535177	0.003	0.272653449	0.990164226	SJMC	SD1186	SD1186	MyBrCa						
X15436.D704_D503	0.013373833	0.003272404	0	0.230482895	0	0.060803138	0.027052928	0.03595155	0.008736607	0.047514883	0	0.001378366	0	0.015450688	0.051880891	0.429288176	0.002012208	0	0.066388996	0	0	0.006412435	0	0.460163318	0.887124039	SJMC	SD1190	SD1190	MyBrCa						
X14956.D708_D505	0.021907055	0	0	0.109470151	0	0.155077491	0	0.06556543	0.03340851	0	0	0.056315715	0.017101217	0	0.114381749	0.285897568	0.017424025	0	0.123451088	0	0	0	0	0.478105225	0.878794666	SJMC	SD1193	SD1193	MyBrCa						
X15436.D704_D502	0.007871749	0	0	0.114639584	0	0.169736756	0.003929917	0.076027264	0.01728106	0	0	0.048438864	0.008439516	0.042640791	0.092492492	0.367068734	0.01696002	0	0.026584149	0	0	0.007889106	0.001	0.284754734	0.972143322	SJMC	SD1195	SD1195	MyBrCa						
X15092.D705_D503	0.003673246	0	0.017596764	0.121977652	0	0.161409787	0	0.05756218	0	0.020090041	0	0.034660062	0.028212624	0	0.061524687	0.40991194	0.04461874	0	0.038600136	0	0	2.00E-04	0	0.426772515	0.90368539	SJMC	SD1197	SD1197	MyBrCa						
X14957.D704_D505	0.026738431	0.018032488	0	0.167142208	0	0.147555738	0.005460418	0.069605196	0.049846957	0	0	0.03299877	0.002934241	0.009446844	0.118961136	0.274824322	0.024136234	0	0.050271386	0	0	0.00204563	0	0.385186421	0.92373995	SJMC	SD1198	SD1198	MyBrCa						
X15535.D711_D504	0	0.002474258	0.018156447	0.058929676	0	0.049785994	0.023595164	0.067028865	0.007032682	0	0	0.06563684	0.032677663	0.051525792	0.04295113	0.511697202	0	0	0	0.056591676	0	0.011916612	0	0.355655565	0.941784755	SJMC	SD1199	SD1199	MyBrCa						
X15436.D712_D504	0.069535421	0.059797169	0	0.038276659	0	0.161822692	0	0.040982393	0.002168554	0.003523618	0	0.021174557	0.009037319	0.012071438	0.046072684	0.410728483	0.091329331	0	0.031464306	0	0	0.002015375	0	0.562538526	0.836620052	SJMC	SD1200	SD1200	MyBrCa						
X15535.D703_D505	0	0.010722587	0	0	0	0	0	0.071701405	0.00272931	0.006706359	0	0.035857687	0	0.394084253	0.0104747	0.378828566	0	0	0	0.086120799	0	0.002774334	0.605	0.018237753	1.173876688	SJMC	SD1201	SD1201	MyBrCa						
X15602.D703_D507	0.013881168	0	5.00E-04	0.06546019	0	0.137348511	0	0.038771443	0	0	0	0.025895634	0.088987814	0	0.026330331	0.526145516	0.019002986	0	0.048003005	0.003695343	0	0.005931479	0	0.433386544	0.9016999	SJMC	SD1203	SD1203	MyBrCa						
X14956.D705_D508	0.012787614	0.012274947	0	0.063992702	0	0.230835524	0	0.060288532	0.045964651	0	0	0.010254445	0.003316196	0	0.121770613	0.426248669	0	0	0.004239124	0	0	0.008026983	0	0.357658492	0.940275007	SJMC	SD1204	SD1204	MyBrCa						
X15092.D710_D501	0.018284546	0.013983574	0	0.110396238	0	0.147199573	0	0.038050502	0.004222347	0	0	0.024017026	0.013469833	0	0.078990257	0.282831701	0.049266994	0	0.219287409	0	0	0	0	0.337797355	0.944129505	SJMC	SD1206	SD1206	MyBrCa						
X15092.D709_D503	0.018871296	0.034140562	0.001346333	0.136195728	0	0.199446087	0	0.044474343	0.008104527	0.001047744	0	0	0	0	0.083311237	0.228163732	0.088019645	0	0.156878767	0	0	0	0.001	0.308886671	0.955781945	SJMC	SD1207	SD1207	MyBrCa						
X15602.D705_D507	0.007128748	0	0.003360494	0.005068113	0	0.042851167	0	0.026662748	0.012227116	0	0	0.003183974	0	0.158689066	0.012485479	0.206159032	0	0	0	0.426314618	0	0.095869445	0	0.602952409	0.79717781	SJMC	SD1213	SD1213	MyBrCa						
X15602.D712_D506	6.00E-04	0.009581858	0.01165614	0.026420105	0	0.12947427	0	0.006142072	0	0	0	0.011782926	0.016580632	0	0.029940905	0.354932527	0.109645324	0	0.293213092	0	0	0	0	0.393324787	0.921940248	SJMC	SD1214	SD1214	MyBrCa						
X15092.D704_D506	0.00323912	3.00E-04	0.02927591	0.127944001	0	0.180522354	0	0.024523563	0.028056034	0.058033219	0	0.049857593	0	0	0.031061708	0.305155799	0.075661738	0	0.082590334	0	0	0.003759542	0.001	0.293191315	0.964070084	SJMC	SD1223	SD1223	MyBrCa						
X14957.D706_D505	0.002332034	0.006549735	0	0.12485369	0	0.123744346	0	0.021415544	0.051699712	0	0	0.037472472	0.012782457	0	0.066683514	0.511327157	0.005226207	0	0.035913132	0	0	0	0	0.425378853	0.905349647	SJMC	SD1224	SD1224	MyBrCa						
X15602.D710_D501	0.011030577	0.002980532	0.008438918	0.078395866	0	0.106540505	0	0.06133617	0.007344674	0.0647151	0	0.018150245	0	0.122179626	0.098832868	0.384885753	0	0	0	0.035169166	0	0	0.015	0.232296117	1.001479004	SJMC	SD1225	SD1225	MyBrCa						
X14956.D710_D507	0.046805154	0	0	0.109272523	0	0.102013969	0	0.029005844	0.050854576	0	0	0.099662115	0.051848674	0	0.029445526	0.352746111	3.00E-04	0	0.123502018	0	0	0.004548035	0	0.392785997	0.919293477	SJMC	SD1226	SD1226	MyBrCa						
X15535.D710_D501	0.003238811	0.006397829	0	0.220489288	0	0.050720631	0	0.084503626	0.070768208	0	0	0.106662464	0.014705353	0	0.079821354	0.270748036	0.015198537	0	0.074369431	0	0	0.002376433	0.001	0.299026381	0.965572156	SJMC	SD1229	SD1229	MyBrCa						
X15092.D708_D504	0.011724547	0.051820398	0	0.06276942	0	0.160731703	0	0.081592158	0.015972649	1.00E-04	0	0.056789863	0.014533001	0	0.081029199	0.311321195	0.107174665	0	0.043989507	0	0	5.00E-04	0	0.346898273	0.93946637	SJMC	SD1231	SD1231	MyBrCa						
X15092.D701_D506	0.014204211	0.020845885	0	0.094031689	0	0.145554714	0	0.022938244	0.034330517	0	0	0.064732757	0.027394922	0	0.103634718	0.244397158	0.085432861	0	0.142502324	0	0	0	0	0.366577374	0.930540866	SJMC	SD1232	SD1232	MyBrCa						
X15436.D712_D506	0.008045695	0	0.008084342	0.05686341	0	0.096478516	0	0.103589576	0.014364689	0.008514584	0	0.018964457	0	0.114809604	0.061956255	0.406768268	0.021393813	0	0.075712775	0	0	0.004454016	0	0.465914861	0.884230252	SJMC	SD1233	SD1233	MyBrCa						
X15436.D705_D504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.985064416	SJMC	SD1237	SD1237	MyBrCa						
X15855.D706_D508	0.064099525	0	0	0.117631884	0	0.201757704	0	0.10261135	0	0.063182456	0	0.031404468	0	0.004713862	0.112803186	0.240367106	0	0.051196471	0.010178867	0	0	1.00E-04	0	0.483327474	0.874784051	SJMC	SD1237	SD1237	MyBrCa						
X15535.D707_D502	0.00321514	0.003307913	0	0.116389958	0	0	0	0.039902038	0.039767567	0	0.013490911	0	0.009734973	0.015988829	0.019370318	0.641305466	0.005688849	0	0.084409033	0	0	0.007429005	0	0.379448501	0.935165898	SJMC	SD1238	SD1238	MyBrCa						
X14957.D701_D505	0.021497676	0	0.029060916	0.193919023	0	0.031346253	6.00E-04	0.094666694	0.09030527	0.02954416	0	0.043297236	0	0	0.082219808	0.364397835	0	0	0.012910036	0	0	0.0061891	0	0.511770284	0.860569058	SJMC	SD1240	SD1240	MyBrCa						
X15535.D709_D501	0.006189604	0	0.020059779	0.05186812	0	0.005443444	0	0.050397102	0.0341001	0	0	0.021343182	0	0.14901066	0.011399713	0.616502266	0	0	0.010174671	0.012284198	0	0.011227163	0	0.445530412	0.903765557	SJMC	SD1242	SD1242	MyBrCa						
X14956.D707_D501	0.112986191	0	0	0.141315781	0	0.187353628	0	0.050016114	0.047149566	0.004786102	0	0.046079132	0.011245541	0	0.028601234	0.248465234	0.101932551	0	0.020068925	0	0	0	0.001	0.289493826	0.966018698	SJMC	SD1245	SD1245	MyBrCa						
X14957.D705_D504	0	0.114686425	0	0.121214247	0	0	0	0.178138127	0	0	0	0.096651051	0	0.172643365	0.100644113	0.197264947	0	0	0	0.012034199	0	0.006723527	0.005	0.266810179	0.980768498	SJMC	SD1247	SD1247	MyBrCa						
X15602.D708_D506	0.022849426	0.033339073	0	0.090470842	0	0.032025748	0.019824576	0.0915129	0.025173692	0.029798691	0	0.046189088	0	0.133547026	0.124408139	0.277430353	0.009226869	0	0.064203576	0	0	0	0	0.504405799	0.864608833	SJMC	SD1248	SD1248	MyBrCa						
X14956.D702_D504	0	0.031315981	0	0.108161552	0	0	0	0.082871489	0.10022735	0	0	0.023395888	0	0.205813598	0.077788212	0.286748293	0.018760636	0	0.064917001	0	0	0	0	0.485142177	0.873973546	SJMC	SD1249	SD1249	MyBrCa						
X15436.D703_D504	0.037735082	0	0.028684622	0.092003479	0	0.037712787	0.00959293	0.087007209	0.017319321	0	0	0.079406224	0.008718146	0.095448819	0.096453068	0.339157492	0.038620748	0	0	0.025179624	0	0.006960448	0.001	0.284126212	0.971041714	SJMC	SD1250	SD1250	MyBrCa						
X15436.D711_D506	0.090413341	0	0.01914594	0	0	0.060206173	0	0.047549495	0.004583631	0	0	0.012704772	0	0.293325346	0	0.414275427	0	0	0.01761516	0.040180715	0	0	0	0.40027	0.930213205	SJMC	SD1254	SD1254	MyBrCa						
X15436.D712_D505	0.002906886	0	0.017348752	0.079240718	0	0.08392741	0	0.062080251	0.017481853	0	0	0.03371648	0	0.031784624	0.118034961	0.489629501	0.012791797	0	0.049617177	0	0	0.00143959	0.257	0.071380961	1.076550937	SJMC	SD1255	SD1255	MyBrCa						
X15436.D705_D505	0.003378197	0.007618013	0	0.0797227	0	0.005636104	0	0.079589738	0.004339101	0	0	0	0	0.136741146	0.032421216	0.546252198	0	0.010305729	0.093995859	0	0	0	0	0.489052717	0.872756044	SJMC	SD1257	SD1257	MyBrCa						
X14956.D708_D503	0	0.012134314	0	0.050142434	0	0.033449845	0	0.023659813	0.031512412	0	0.037368655	0	0.039237715	0.022607139	0	0.587046711	0.001470334	0	0.148537532	0	0	0.012833097	0	0.430426071	0.905494924	SJMC	SD1259	SD1259	MyBrCa						
X14956.D705_D501	0.045598557	0	0.069289224	0.161847776	0	0.013187116	0	0.111917378	0.02067032	0	0	0.021654174	0.071764227	0	0.032052434	0.37001351	0.00135086	0	0.080654424	0	0	0	0.008	0.25322116	0.978538526	SJMC	SD1261	SD1261	MyBrCa						
X15535.D711_D506	0.052000047	0	0	0.134704952	0	0.055128056	0	0.028772582	0.043654824	0	0	0	0.021503594	0.026364051	0.118789927	0.262559594	0.010309804	0	0.246212569	0	0	0	0	0.324108265	0.95243355	SJMC	SD1266	SD1266	MyBrCa						
X14956.D703_D502	0.090002946	0	0.099367399	0.022675864	0	0.05308909	0	0.015533665	0.044832638	0	0.014235258	0.014917485	0	0.219870486	0.012519829	0.386724879	0	0	0.024561424	0	0	0.001669038	0	0.338714354	0.953636727	SJMC	SD1268	SD1268	MyBrCa						
X15602.D705_D502	0.007769294	0.012762086	0	0.115588536	0	0.168626856	0	0.04562723	0.022418461	0.024556561	0	0.052981227	0.014639382	0	0.075567281	0.202316242	0.122138538	0	0.135008305	0	0	0	0	0.455407801	0.8907107	SJMC	SD1269	SD1269	MyBrCa						
X14957.D702_D508	0.052793595	0	0.114020269	0.107249754	0	0.035811408	0	0.07871744	0	0	0	0.046164104	0.001777793	0	0.030087439	0.386473515	0.020033813	0	0.126870871	0	0	0	0.001	0.309503757	0.95532285	SJMC	SD1271	SD1271	MyBrCa						
X15436.D704_D504	0.004659967	0.001928075	0.006208656	0.111454294	0	0.204664571	0	0.033074703	0	0	7.00E-04	0	0	0.009986913	0.091779529	0.356782406	0.036665328	0	0.135923683	0	0	0.006183059	0	0.394741496	0.91883075	SJMC	SD1281	SD1281	MyBrCa						
X14956.D701_D505	0	0.0384536	0.018191291	0.074672975	0	0	0	0.068102852	0.111525862	0	0	0.070713955	0.011502268	0.020934632	0.018237014	0.558473152	0	0	0.009192399	0	0	0	0.007	0.257699301	0.991816788	SJMC	SD1284	SD1284	MyBrCa						
X15092.D706_D501	0	0.102383879	0	0.106170083	0	0.029963832	0	0.06017371	0.025483081	0.05142494	0	0.084603235	0.006598151	0	0.016477129	0.361618438	0.028220804	0	0.126882719	0	0	0	0	0.341286881	0.942433769	SJMC	SD1287	SD1287	MyBrCa						
X14957.D707_D507	0.094276927	0	0.028987248	0.142814529	0	0.124831805	0	0.126076115	0.003346329	0.009173244	0.002080213	9.00E-04	0.001224075	0	0.062380568	0.297249181	0.030591155	0	0.073649618	0	0	0.002379086	0.001	0.318907063	0.951184636	SJMC	SD1294	SD1294	MyBrCa						
X15092.D709_D508	0.016194314	0.016824477	0.007994094	0.103834233	0	0.032483984	0	0.07024316	0.005642829	0	0	0.076776405	0.009290698	0.004951407	0.184342614	0.407112699	0.005198675	0	0.026786797	0	0	0.032323614	0	0.384652974	0.92914469	SJMC	SD1302	SD1302	MyBrCa						
X14957.D711_D505	0.017170114	0	0.00434968	0	0	0	0	0.089203034	0.050890489	0	0.011326616	0	0	0.273429709	0	0.500242852	0.00695485	0	0.046432654	0	0	0	0	0.685815474	0.73447212	SJMC	SD1306	SD1306	MyBrCa						
X14957.D702_D506	0	0.062936152	0	0.098797671	0.010493616	0	0.01767104	0.059575064	0.119296049	0	0	0.082615703	0.031333846	0	0.044100656	0.433850344	0.016396029	0	0.022933828	0	0	0	0.388	0.047366295	1.07269647	SJMC	SD1313	SD1313	MyBrCa						
X15535.D709_D506	0.051464514	0.033803634	0	0.212362329	0	0	0	0.146442397	0.106319583	0.048968482	0	0.084182315	0.041240153	0.011136178	0.032901967	0.169775464	0.039198062	0	0.02220492	0	0	0	0	0.344092892	0.945360517	SJMC	SD1318	SD1318	MyBrCa						
X15092.D708_D501	0.003811111	0	0	0.05056825	0	0.07646655	0	0.044221249	0.001416323	0	0	0.018720308	0	0.090987596	0.035394453	0.513362059	0.046597566	0	0.10723662	0	0	0.011217914	0	0.492123787	0.870168528	SJMC	SD1321	SD1321	MyBrCa						
X15436.D704_D505	0	0	0.027078315	0.118293023	0	0.182629549	0	0.004300153	0	0	0	0.008327403	0	0	0.140924612	0.326584614	0.06607216	0	0.125790171	0	0	0	0.018	0.217093054	1.001086665	SJMC	SD1322	SD1322	MyBrCa						
X15855.D706_D505	0.051767639	0	0.096435164	0.181192686	0	0.051091329	0	0.072099275	0.007967983	0	0	0.009448768	0.008225684	0	0.037479831	0.312309421	0.015636562	0.001063095	0.155282563	0	0	0	0.042	0.179611333	1.007157262	SJMC	SD1322	SD1322	MyBrCa						
X15535.D703_D504	0.067813625	0	0.002185468	0.270005089	0	0	6.00E-04	0.147138151	0.085637369	0	0	0.145727136	0.016669721	0.068233279	0.038243199	0.152673252	0	0	0.004693901	0	0	4.00E-04	0.001	0.31536772	0.966602241	SJMC	SD1331	SD1331	MyBrCa						
X15535.D705_D505	0.066834132	0	0.065499233	0.107905019	0	0.084672262	0	0.118024259	0.046178832	0	0	0.073845008	0.004697921	0.088744801	0.055503076	0.237388992	0.02529478	0	0.024123133	0.001288551	0	0	0.039	0.186658879	1.007518562	SJMC	SD1332	SD1332	MyBrCa						
X15602.D708_D503	0	0.067064252	0	4.00E-04	0	0.137971933	0	0.045001911	0.01450102	0	0.011586611	0.019660658	0.008420324	0	0.036596988	0.504485986	0.06646483	0	0.06472972	0.02316114	0	0	0	0.391620963	0.921908821	SJMC	SD1344	SD1344	MyBrCa						
X15535.D702_D507	0.048377349	0	0.0080042	0.153494887	0	0.117297529	0	0.069495529	0.044058274	0.013867013	0	0.070150458	0.013563782	0.038632487	0.044911613	0.344636987	0.010738422	0	0.015483538	0.007287932	0	0	0	0.468741006	0.882909707	SJMC	SD1345	SD1345	MyBrCa						
X14956.D704_D501	0.015978553	0.001706276	0.02219589	0.088341821	0.01722464	0	0	0.029240256	0.096756665	0	0	0.078551579	0	0.264707948	0	0.350788565	0	0	0.030606832	0	0	0.003900975	0	0.481425613	0.876573891	SJMC	SD1352	SD1352	MyBrCa						
X15092.D711_D507	0.004549595	9.00E-04	0	0.037771566	0	0.016141829	0	0.002305902	0.027815886	0	0	0.018137218	0.01895022	0.297214987	0.006174806	0.539113746	0	0	0.030966661	0	0	0	0	0.569795522	0.82430094	SJMC	SD1359	SD1359	MyBrCa						
X14956.D703_D501	0.103049905	0	0.063285615	0.11861582	0	0.147431108	0	0.026392132	0.025745486	0	0	0.024732105	0.012071445	0	0.066659624	0.318170167	0.023330117	0	0.070516476	0	0	0	0.001	0.315279755	0.952082753	SJMC	SD1365	SD1365	MyBrCa						
